uparam,group_index,possibility,realism
Stim_uparam_145_Viewpoint_1_scale_8,0,4.423076923076923,4.423076923076923
Stim_uparam_145_Viewpoint_2_scale_8,0,4.583333333333333,3.875
Stim_uparam_145_Viewpoint_3_scale_8,0,3.9130434782608696,3.347826086956522
Stim_uparam_140_Viewpoint_1_scale_8,0,4.407407407407407,4.185185185185185
Stim_uparam_140_Viewpoint_2_scale_8,0,4.538461538461538,3.9615384615384617
Stim_uparam_140_Viewpoint_3_scale_8,0,4.481481481481482,4.111111111111111
Stim_uparam_44_Viewpoint_1_scale_32,0,4.321428571428571,3.5714285714285716
Stim_uparam_44_Viewpoint_2_scale_32,0,4.142857142857143,3.392857142857143
Stim_uparam_44_Viewpoint_3_scale_32,0,3.7916666666666665,3.25
Stim_uparam_42_Viewpoint_1_scale_32,0,4.384615384615385,3.8461538461538463
Stim_uparam_42_Viewpoint_2_scale_32,0,4.1923076923076925,3.576923076923077
Stim_uparam_42_Viewpoint_3_scale_32,0,4.2,4.15
Stim_uparam_64_Viewpoint_1_scale_32,0,4.137931034482759,3.793103448275862
Stim_uparam_64_Viewpoint_2_scale_32,0,4.0,3.3333333333333335
Stim_uparam_64_Viewpoint_3_scale_32,0,4.384615384615385,4.1923076923076925
Stim_uparam_49_Viewpoint_1_scale_32,0,4.576923076923077,4.0
Stim_uparam_49_Viewpoint_2_scale_32,0,4.291666666666667,3.9583333333333335
Stim_uparam_49_Viewpoint_3_scale_32,0,4.296296296296297,4.074074074074074
Stim_uparam_188_Viewpoint_3_scale_96,0,3.727272727272727,3.1363636363636362
Stim_uparam_136_Viewpoint_1_scale_32,0,4.76,4.32
Stim_uparam_136_Viewpoint_2_scale_32,0,4.407407407407407,3.5925925925925926
Stim_uparam_136_Viewpoint_3_scale_32,0,4.535714285714286,3.8214285714285716
Stim_uparam_90_Viewpoint_2_scale_8,0,4.346153846153846,4.038461538461538
Stim_uparam_90_Viewpoint_3_scale_8,0,4.615384615384615,4.115384615384615
Stim_uparam_37_Viewpoint_2_scale_32,0,3.9583333333333335,3.625
Stim_uparam_37_Viewpoint_3_scale_32,0,4.230769230769231,3.3846153846153846
Stim_uparam_114_Viewpoint_1_scale_8,0,4.64,4.16
Stim_uparam_114_Viewpoint_2_scale_8,0,4.3076923076923075,4.076923076923077
Stim_uparam_114_Viewpoint_3_scale_8,0,4.423076923076923,4.076923076923077
Stim_uparam_134_Viewpoint_1_scale_8,0,4.230769230769231,3.423076923076923
Stim_uparam_134_Viewpoint_2_scale_8,0,4.08,3.6
Stim_uparam_134_Viewpoint_3_scale_8,0,4.461538461538462,4.038461538461538
Stim_uparam_15_Viewpoint_1_scale_96,0,3.869565217391304,3.4782608695652173
Stim_uparam_15_Viewpoint_2_scale_96,0,3.9166666666666665,3.6666666666666665
Stim_uparam_15_Viewpoint_3_scale_96,0,3.9130434782608696,3.869565217391304
Stim_uparam_17_Viewpoint_2_scale_32,0,3.8846153846153846,3.4615384615384617
Stim_uparam_115_Viewpoint_1_scale_8,0,4.666666666666667,4.185185185185185
Stim_uparam_115_Viewpoint_2_scale_8,0,4.4,3.8
Stim_uparam_115_Viewpoint_3_scale_8,0,4.423076923076923,4.076923076923077
Stim_uparam_46_Viewpoint_1_scale_32,0,4.346153846153846,3.8461538461538463
Stim_uparam_46_Viewpoint_2_scale_32,0,4.269230769230769,4.346153846153846
Stim_uparam_46_Viewpoint_3_scale_32,0,3.9166666666666665,3.75
Stim_uparam_80_Viewpoint_1_scale_8,0,4.1923076923076925,3.6923076923076925
Stim_uparam_80_Viewpoint_3_scale_8,0,4.333333333333333,3.3333333333333335
Stim_uparam_93_Viewpoint_2_scale_32,0,4.346153846153846,3.8076923076923075
Stim_uparam_93_Viewpoint_3_scale_32,0,3.8846153846153846,3.4615384615384617
Stim_uparam_93_Viewpoint_1_scale_32,0,3.8846153846153846,3.1923076923076925
Stim_uparam_130_Viewpoint_1_scale_8,0,4.321428571428571,3.642857142857143
Stim_uparam_130_Viewpoint_2_scale_8,0,4.344827586206897,3.8275862068965516
Stim_uparam_130_Viewpoint_3_scale_8,0,4.041666666666667,3.4583333333333335
Stim_uparam_18_Viewpoint_1_scale_32,0,4.28,3.48
Stim_uparam_18_Viewpoint_2_scale_32,0,3.88,3.32
Stim_uparam_18_Viewpoint_3_scale_32,0,3.8518518518518516,3.3333333333333335
Stim_uparam_61_Viewpoint_1_scale_8,0,4.086956521739131,3.347826086956522
Stim_uparam_61_Viewpoint_2_scale_8,0,4.038461538461538,3.6153846153846154
Stim_uparam_61_Viewpoint_3_scale_8,0,4.535714285714286,4.0
Stim_uparam_175_Viewpoint_1_scale_96,0,3.92,3.12
Stim_uparam_175_Viewpoint_2_scale_96,0,3.9166666666666665,3.1666666666666665
Stim_uparam_99_Viewpoint_1_scale_8,0,4.4,4.28
Stim_uparam_99_Viewpoint_2_scale_8,0,4.461538461538462,3.923076923076923
Stim_uparam_99_Viewpoint_3_scale_8,0,4.6,4.4
Stim_uparam_74_Viewpoint_1_scale_8,0,4.576923076923077,4.269230769230769
Stim_uparam_74_Viewpoint_2_scale_8,0,4.615384615384615,4.538461538461538
Stim_uparam_74_Viewpoint_3_scale_8,0,4.518518518518518,4.2592592592592595
Stim_uparam_81_Viewpoint_1_scale_8,0,4.703703703703703,4.37037037037037
Stim_uparam_81_Viewpoint_2_scale_8,0,4.5,4.416666666666667
Stim_uparam_81_Viewpoint_3_scale_8,0,4.523809523809524,4.428571428571429
Stim_uparam_100_Viewpoint_1_scale_96,0,4.125,3.5416666666666665
Stim_uparam_100_Viewpoint_2_scale_96,0,3.9565217391304346,3.4782608695652173
Stim_uparam_100_Viewpoint_3_scale_96,0,4.153846153846154,3.5
Stim_uparam_63_Viewpoint_1_scale_32,0,4.333333333333333,3.75
Stim_uparam_63_Viewpoint_2_scale_32,0,3.7586206896551726,3.0344827586206895
Stim_uparam_63_Viewpoint_3_scale_32,0,4.217391304347826,3.5652173913043477
Stim_uparam_88_Viewpoint_1_scale_8,0,4.714285714285714,4.285714285714286
Stim_uparam_88_Viewpoint_2_scale_8,0,4.296296296296297,4.037037037037037
Stim_uparam_88_Viewpoint_3_scale_8,0,4.821428571428571,4.285714285714286
Stim_uparam_146_Viewpoint_1_scale_96,0,4.0,3.739130434782609
Stim_uparam_146_Viewpoint_2_scale_96,0,4.714285714285714,4.357142857142857
Stim_uparam_146_Viewpoint_3_scale_96,0,4.384615384615385,3.8076923076923075
Stim_uparam_113_Viewpoint_1_scale_8,0,4.478260869565218,4.0
Stim_uparam_113_Viewpoint_2_scale_8,0,4.25,3.5416666666666665
Stim_uparam_113_Viewpoint_3_scale_8,0,4.208333333333333,3.625
Stim_uparam_141_Viewpoint_3_scale_32,0,4.166666666666667,3.25
Stim_uparam_141_Viewpoint_2_scale_32,0,3.64,3.12
Stim_uparam_178_Viewpoint_1_scale_96,0,3.7142857142857144,3.142857142857143
Stim_uparam_56_Viewpoint_1_scale_8,0,4.576923076923077,4.461538461538462
Stim_uparam_56_Viewpoint_2_scale_8,0,4.708333333333333,4.583333333333333
Stim_uparam_56_Viewpoint_3_scale_8,0,4.5,4.041666666666667
Stim_uparam_111_Viewpoint_1_scale_8,0,4.1923076923076925,4.230769230769231
Stim_uparam_111_Viewpoint_2_scale_8,0,4.392857142857143,4.357142857142857
Stim_uparam_111_Viewpoint_3_scale_8,0,4.0,3.52
Stim_uparam_132_Viewpoint_1_scale_8,0,4.107142857142857,3.5357142857142856
Stim_uparam_132_Viewpoint_2_scale_8,0,4.48,3.84
Stim_uparam_132_Viewpoint_3_scale_8,0,4.25,3.875
Stim_uparam_53_Viewpoint_1_scale_8,0,4.291666666666667,3.6666666666666665
Stim_uparam_53_Viewpoint_2_scale_8,0,4.538461538461538,3.6153846153846154
Stim_uparam_53_Viewpoint_3_scale_8,0,4.3076923076923075,3.8846153846153846
Stim_uparam_48_Viewpoint_1_scale_32,0,4.333333333333333,3.875
Stim_uparam_48_Viewpoint_2_scale_32,0,4.153846153846154,3.5
Stim_uparam_48_Viewpoint_3_scale_32,0,4.32,4.08
Stim_uparam_135_Viewpoint_1_scale_8,0,4.285714285714286,4.25
Stim_uparam_135_Viewpoint_2_scale_8,0,4.565217391304348,3.9130434782608696
Stim_uparam_135_Viewpoint_3_scale_8,0,4.666666666666667,4.222222222222222
Stim_uparam_187_Viewpoint_1_scale_96,0,4.08,3.68
Stim_uparam_187_Viewpoint_2_scale_96,0,4.076923076923077,3.730769230769231
Stim_uparam_187_Viewpoint_3_scale_96,0,4.423076923076923,4.153846153846154
Stim_uparam_122_Viewpoint_1_scale_8,0,4.24,3.64
Stim_uparam_122_Viewpoint_2_scale_8,0,4.230769230769231,3.8846153846153846
Stim_uparam_122_Viewpoint_3_scale_8,0,4.2,3.68
Stim_uparam_30_Viewpoint_1_scale_32,0,4.16,3.64
Stim_uparam_30_Viewpoint_2_scale_32,0,3.88,3.76
Stim_uparam_30_Viewpoint_3_scale_32,0,4.769230769230769,4.730769230769231
Stim_uparam_95_Viewpoint_1_scale_8,0,4.5,4.115384615384615
Stim_uparam_95_Viewpoint_3_scale_8,0,4.296296296296297,3.6296296296296298
Stim_uparam_60_Viewpoint_1_scale_8,0,4.423076923076923,4.153846153846154
Stim_uparam_60_Viewpoint_2_scale_8,0,4.041666666666667,3.3333333333333335
Stim_uparam_60_Viewpoint_3_scale_8,0,4.428571428571429,3.9523809523809526
Stim_uparam_112_Viewpoint_1_scale_32,0,3.9545454545454546,3.409090909090909
Stim_uparam_112_Viewpoint_2_scale_32,0,4.0,3.5
Stim_uparam_112_Viewpoint_3_scale_32,0,4.5,4.083333333333333
Stim_uparam_143_Viewpoint_1_scale_96,0,4.24,3.72
Stim_uparam_143_Viewpoint_2_scale_96,0,4.035714285714286,3.5
Stim_uparam_143_Viewpoint_3_scale_96,0,3.5357142857142856,3.0357142857142856
Stim_uparam_51_Viewpoint_1_scale_32,0,4.115384615384615,3.5384615384615383
Stim_uparam_51_Viewpoint_3_scale_32,0,4.08,3.72
Stim_uparam_67_Viewpoint_1_scale_8,0,3.9130434782608696,3.3043478260869565
Stim_uparam_1_Viewpoint_3_scale_96,0,3.6666666666666665,3.259259259259259
Stim_uparam_159_Viewpoint_1_scale_32,0,4.318181818181818,4.136363636363637
Stim_uparam_159_Viewpoint_2_scale_32,0,4.333333333333333,3.9583333333333335
Stim_uparam_159_Viewpoint_3_scale_32,0,4.25,4.0
Stim_uparam_68_Viewpoint_1_scale_96,0,4.304347826086956,3.869565217391304
Stim_uparam_68_Viewpoint_2_scale_96,0,4.375,4.25
Stim_uparam_68_Viewpoint_3_scale_96,0,4.521739130434782,4.391304347826087
Stim_uparam_96_Viewpoint_2_scale_8,0,4.291666666666667,3.4166666666666665
Stim_uparam_96_Viewpoint_3_scale_8,0,4.428571428571429,3.6666666666666665
Stim_uparam_156_Viewpoint_1_scale_96,0,4.2,3.56
Stim_uparam_156_Viewpoint_2_scale_96,0,4.173913043478261,3.4347826086956523
Stim_uparam_156_Viewpoint_3_scale_96,0,3.9130434782608696,3.260869565217391
Stim_uparam_69_Viewpoint_1_scale_8,0,3.923076923076923,3.3846153846153846
Stim_uparam_33_Viewpoint_1_scale_32,0,4.5,4.357142857142857
Stim_uparam_33_Viewpoint_2_scale_32,0,4.785714285714286,4.5
Stim_uparam_33_Viewpoint_3_scale_32,0,3.96,3.24
Stim_uparam_119_Viewpoint_1_scale_8,0,4.083333333333333,3.8333333333333335
Stim_uparam_119_Viewpoint_2_scale_8,0,4.5,3.8846153846153846
Stim_uparam_119_Viewpoint_3_scale_8,0,4.36,3.84
Stim_uparam_66_Viewpoint_1_scale_8,0,3.8333333333333335,3.5416666666666665
Stim_uparam_66_Viewpoint_2_scale_8,0,4.24,3.92
Stim_uparam_66_Viewpoint_3_scale_8,0,4.0,3.3043478260869565
Stim_uparam_127_Viewpoint_1_scale_32,0,4.518518518518518,4.037037037037037
Stim_uparam_127_Viewpoint_2_scale_32,0,4.16,3.76
Stim_uparam_127_Viewpoint_3_scale_32,0,4.269230769230769,3.769230769230769
Stim_uparam_29_Viewpoint_3_scale_96,0,3.6153846153846154,3.6153846153846154
Stim_uparam_137_Viewpoint_1_scale_8,0,4.571428571428571,3.761904761904762
Stim_uparam_137_Viewpoint_2_scale_8,0,4.583333333333333,4.041666666666667
Stim_uparam_137_Viewpoint_3_scale_8,0,4.461538461538462,4.230769230769231
Stim_uparam_170_Viewpoint_1_scale_96,0,4.1923076923076925,3.730769230769231
Stim_uparam_170_Viewpoint_2_scale_96,0,4.407407407407407,3.5555555555555554
Stim_uparam_123_Viewpoint_1_scale_8,0,4.2592592592592595,3.888888888888889
Stim_uparam_123_Viewpoint_2_scale_8,0,3.7916666666666665,3.3333333333333335
Stim_uparam_123_Viewpoint_3_scale_8,0,4.346153846153846,3.6153846153846154
Stim_uparam_89_Viewpoint_2_scale_8,0,4.241379310344827,4.068965517241379
Stim_uparam_151_Viewpoint_1_scale_8,0,3.8181818181818183,3.409090909090909
Stim_uparam_151_Viewpoint_2_scale_8,0,4.321428571428571,3.9642857142857144
Stim_uparam_151_Viewpoint_3_scale_8,0,4.461538461538462,4.346153846153846
Stim_uparam_72_Viewpoint_1_scale_8,0,4.48,3.64
Stim_uparam_72_Viewpoint_2_scale_8,0,4.428571428571429,3.9642857142857144
Stim_uparam_72_Viewpoint_3_scale_8,0,4.551724137931035,3.9310344827586206
Stim_uparam_138_Viewpoint_1_scale_32,0,3.869565217391304,3.3043478260869565
Stim_uparam_138_Viewpoint_2_scale_32,0,3.9565217391304346,3.260869565217391
Stim_uparam_138_Viewpoint_3_scale_32,0,4.035714285714286,3.4285714285714284
Stim_uparam_109_Viewpoint_2_scale_96,1,3.3076923076923075,2.4615384615384617
Stim_uparam_118_Viewpoint_2_scale_32,1,3.0384615384615383,2.423076923076923
Stim_uparam_27_Viewpoint_2_scale_32,1,3.375,2.7916666666666665
Stim_uparam_160_Viewpoint_2_scale_32,1,3.1666666666666665,2.5416666666666665
Stim_uparam_98_Viewpoint_2_scale_8,1,3.3448275862068964,2.413793103448276
Stim_uparam_155_Viewpoint_1_scale_96,1,3.3,2.6666666666666665
Stim_uparam_155_Viewpoint_2_scale_96,1,3.217391304347826,2.4347826086956523
Stim_uparam_19_Viewpoint_2_scale_96,1,3.2,2.92
Stim_uparam_164_Viewpoint_1_scale_32,1,3.8076923076923075,2.5384615384615383
Stim_uparam_164_Viewpoint_2_scale_32,1,3.5925925925925926,2.962962962962963
Stim_uparam_101_Viewpoint_1_scale_96,1,3.3846153846153846,2.9615384615384617
Stim_uparam_158_Viewpoint_3_scale_32,1,3.3703703703703702,2.814814814814815
Stim_uparam_91_Viewpoint_3_scale_96,1,3.52,2.84
Stim_uparam_172_Viewpoint_1_scale_32,1,3.259259259259259,2.5555555555555554
Stim_uparam_172_Viewpoint_2_scale_32,1,3.2,2.68
Stim_uparam_172_Viewpoint_3_scale_32,1,3.892857142857143,3.0
Stim_uparam_150_Viewpoint_1_scale_32,1,3.125,2.75
Stim_uparam_90_Viewpoint_1_scale_8,1,3.2916666666666665,2.8333333333333335
Stim_uparam_37_Viewpoint_1_scale_32,1,3.72,2.92
Stim_uparam_40_Viewpoint_2_scale_32,1,3.037037037037037,2.5555555555555554
Stim_uparam_40_Viewpoint_3_scale_32,1,3.3636363636363638,2.6363636363636362
Stim_uparam_174_Viewpoint_3_scale_96,1,3.0384615384615383,2.6153846153846154
Stim_uparam_17_Viewpoint_1_scale_32,1,3.64,3.0
Stim_uparam_17_Viewpoint_3_scale_32,1,3.892857142857143,3.0
Stim_uparam_80_Viewpoint_2_scale_8,1,3.36,2.32
Stim_uparam_175_Viewpoint_3_scale_96,1,3.52,3.0
Stim_uparam_50_Viewpoint_2_scale_32,1,3.32,2.24
Stim_uparam_162_Viewpoint_1_scale_32,1,3.3333333333333335,2.7777777777777777
Stim_uparam_162_Viewpoint_2_scale_32,1,3.2857142857142856,2.9285714285714284
Stim_uparam_162_Viewpoint_3_scale_32,1,3.4782608695652173,2.6956521739130435
Stim_uparam_178_Viewpoint_2_scale_96,1,3.84,2.8
Stim_uparam_71_Viewpoint_1_scale_32,1,3.4615384615384617,2.8076923076923075
Stim_uparam_95_Viewpoint_2_scale_8,1,3.0526315789473686,2.8421052631578947
Stim_uparam_51_Viewpoint_2_scale_32,1,3.56,2.84
Stim_uparam_67_Viewpoint_2_scale_8,1,3.782608695652174,2.782608695652174
Stim_uparam_67_Viewpoint_3_scale_8,1,3.347826086956522,2.9565217391304346
Stim_uparam_96_Viewpoint_1_scale_8,1,3.869565217391304,3.0
Stim_uparam_171_Viewpoint_1_scale_96,1,3.0384615384615383,2.3076923076923075
Stim_uparam_171_Viewpoint_2_scale_96,1,3.0869565217391304,2.608695652173913
Stim_uparam_171_Viewpoint_3_scale_96,1,3.88,2.8
Stim_uparam_32_Viewpoint_2_scale_32,1,3.076923076923077,2.4615384615384617
Stim_uparam_32_Viewpoint_3_scale_32,1,3.0357142857142856,2.642857142857143
Stim_uparam_69_Viewpoint_2_scale_8,1,3.5652173913043477,2.6956521739130435
Stim_uparam_69_Viewpoint_3_scale_8,1,3.423076923076923,2.3076923076923075
Stim_uparam_157_Viewpoint_1_scale_32,1,3.3846153846153846,2.8461538461538463
Stim_uparam_47_Viewpoint_3_scale_32,1,3.125,2.5416666666666665
Stim_uparam_180_Viewpoint_1_scale_96,1,3.2962962962962963,2.5925925925925926
Stim_uparam_180_Viewpoint_3_scale_96,1,3.1923076923076925,2.5384615384615383
Stim_uparam_29_Viewpoint_1_scale_96,1,3.3214285714285716,3.0
Stim_uparam_29_Viewpoint_2_scale_96,1,3.0833333333333335,2.5
Stim_uparam_170_Viewpoint_3_scale_96,1,3.5384615384615383,2.6538461538461537
Stim_uparam_89_Viewpoint_1_scale_8,1,3.76,2.96
Stim_uparam_89_Viewpoint_3_scale_8,1,3.3333333333333335,2.6296296296296298
Stim_uparam_177_Viewpoint_3_scale_96,1,3.423076923076923,2.730769230769231
Stim_uparam_109_Viewpoint_1_scale_96,3,2.962962962962963,2.259259259259259
Stim_uparam_118_Viewpoint_1_scale_32,3,2.8,2.04
Stim_uparam_160_Viewpoint_1_scale_32,3,2.48,1.52
Stim_uparam_98_Viewpoint_1_scale_8,3,2.423076923076923,2.076923076923077
Stim_uparam_19_Viewpoint_1_scale_96,3,2.413793103448276,2.206896551724138
Stim_uparam_43_Viewpoint_1_scale_96,3,1.56,1.28
Stim_uparam_43_Viewpoint_2_scale_96,3,1.2307692307692308,1.1153846153846154
Stim_uparam_43_Viewpoint_3_scale_96,3,2.5217391304347827,1.8695652173913044
Stim_uparam_158_Viewpoint_1_scale_32,3,2.409090909090909,2.1818181818181817
Stim_uparam_158_Viewpoint_2_scale_32,3,2.88,2.64
Stim_uparam_3_Viewpoint_1_scale_96,3,2.7916666666666665,2.3333333333333335
Stim_uparam_3_Viewpoint_2_scale_96,3,2.185185185185185,1.7037037037037037
Stim_uparam_3_Viewpoint_3_scale_96,3,2.9166666666666665,2.5
Stim_uparam_91_Viewpoint_1_scale_96,3,2.8461538461538463,2.423076923076923
Stim_uparam_91_Viewpoint_2_scale_96,3,2.7777777777777777,2.2222222222222223
Stim_uparam_16_Viewpoint_1_scale_96,3,2.3846153846153846,1.6923076923076923
Stim_uparam_16_Viewpoint_2_scale_96,3,1.9583333333333333,1.5833333333333333
Stim_uparam_16_Viewpoint_3_scale_96,3,2.0,1.75
Stim_uparam_188_Viewpoint_1_scale_96,3,2.6956521739130435,2.1739130434782608
Stim_uparam_188_Viewpoint_2_scale_96,3,2.2857142857142856,1.6666666666666667
Stim_uparam_191_Viewpoint_1_scale_96,3,2.04,1.68
Stim_uparam_191_Viewpoint_2_scale_96,3,2.1923076923076925,1.7307692307692308
Stim_uparam_191_Viewpoint_3_scale_96,3,1.826086956521739,1.6521739130434783
Stim_uparam_150_Viewpoint_3_scale_32,3,1.8214285714285714,1.5714285714285714
Stim_uparam_150_Viewpoint_2_scale_32,3,1.1923076923076923,1.0
Stim_uparam_40_Viewpoint_1_scale_32,3,2.6296296296296298,2.259259259259259
Stim_uparam_13_Viewpoint_1_scale_96,3,1.6153846153846154,1.4615384615384615
Stim_uparam_13_Viewpoint_2_scale_96,3,1.9583333333333333,1.6666666666666667
Stim_uparam_13_Viewpoint_3_scale_96,3,1.56,1.4
Stim_uparam_174_Viewpoint_1_scale_96,3,2.6296296296296298,2.0
Stim_uparam_174_Viewpoint_2_scale_96,3,1.7857142857142858,1.6071428571428572
Stim_uparam_50_Viewpoint_1_scale_32,3,2.0416666666666665,1.5416666666666667
Stim_uparam_50_Viewpoint_3_scale_32,3,1.9565217391304348,1.608695652173913
Stim_uparam_141_Viewpoint_1_scale_32,3,3.0,2.48
Stim_uparam_178_Viewpoint_3_scale_96,3,2.0454545454545454,1.9545454545454546
Stim_uparam_6_Viewpoint_1_scale_96,3,2.5384615384615383,2.423076923076923
Stim_uparam_6_Viewpoint_2_scale_96,3,2.875,2.2916666666666665
Stim_uparam_6_Viewpoint_3_scale_96,3,2.9166666666666665,2.2916666666666665
Stim_uparam_184_Viewpoint_1_scale_96,3,1.6153846153846154,1.3846153846153846
Stim_uparam_184_Viewpoint_2_scale_96,3,1.8,1.32
Stim_uparam_184_Viewpoint_3_scale_96,3,2.4074074074074074,2.074074074074074
Stim_uparam_71_Viewpoint_2_scale_32,3,2.8076923076923075,2.076923076923077
Stim_uparam_71_Viewpoint_3_scale_32,3,2.96,2.16
Stim_uparam_1_Viewpoint_1_scale_96,3,2.5384615384615383,1.9230769230769231
Stim_uparam_1_Viewpoint_2_scale_96,3,2.3461538461538463,2.0384615384615383
Stim_uparam_32_Viewpoint_1_scale_32,3,2.739130434782609,2.0869565217391304
Stim_uparam_157_Viewpoint_2_scale_32,3,2.269230769230769,1.9230769230769231
Stim_uparam_157_Viewpoint_3_scale_32,3,2.625,2.0416666666666665
Stim_uparam_47_Viewpoint_1_scale_32,3,2.9615384615384617,2.3461538461538463
Stim_uparam_47_Viewpoint_2_scale_32,3,2.4,1.84
Stim_uparam_180_Viewpoint_2_scale_96,3,2.56,2.04
Stim_uparam_25_Viewpoint_1_scale_32,3,1.8461538461538463,1.5384615384615385
Stim_uparam_25_Viewpoint_2_scale_32,3,1.9615384615384615,1.6923076923076923
Stim_uparam_25_Viewpoint_3_scale_32,3,1.72,1.36
Stim_uparam_2_Viewpoint_1_scale_96,3,3.0,2.3333333333333335
Stim_uparam_2_Viewpoint_2_scale_96,3,2.75,2.0416666666666665
Stim_uparam_2_Viewpoint_3_scale_96,3,2.75,2.3214285714285716
Stim_uparam_65_Viewpoint_1_scale_32,3,3.0,2.4615384615384617
Stim_uparam_65_Viewpoint_2_scale_32,3,1.76,1.76
Stim_uparam_65_Viewpoint_3_scale_32,3,1.96,1.64
Stim_uparam_177_Viewpoint_1_scale_96,3,2.44,1.88
Stim_uparam_177_Viewpoint_2_scale_96,3,2.925925925925926,2.074074074074074
Stim_uparam_36_Viewpoint_1_scale_32,3,1.6206896551724137,1.793103448275862
Stim_uparam_36_Viewpoint_2_scale_32,3,2.0833333333333335,1.9166666666666667
Stim_uparam_36_Viewpoint_3_scale_32,3,2.44,2.0
